;CO_IES;NO_IES;SG_IES;SG_UF_IES;NO_CAMPUS;CO_IES_CURSO;NO_CURSO;DS_TURNO;DS_FORMACAO;QT_VAGAS_CONCORRENCIA;NO_MODALIDADE_CONCORRENCIA;ST_BONUS_PERC;QT_BONUS_PERC;NO_ACAO_AFIRMATIVA_BONUS;NU_NOTA_CANDIDATO;NU_NOTACORTE_CONCORRIDA;NU_CLASSIFICACAO;ENSINO_MEDIO;QUILOMBOLA;DEFICIENTE;TIPO_CONCORRENCIA
2812;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;802,74;797,58;4;N;N;N;AC
2813;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;801,38;797,58;5;N;N;N;AC
2814;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;801,28;797,58;6;S;N;N;AC
2815;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;800,86;797,58;7;N;N;N;AC
2816;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;800,76;797,58;8;N;N;N;AC
2817;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;800,58;797,58;9;N;N;N;AC
2818;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;800,38;797,58;10;S;N;N;AC
2819;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;799,7;797,58;11;N;N;N;AC
2820;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;799,24;797,58;12;N;N;N;AC
2821;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798,86;797,58;13;N;N;N;AC
2822;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798,8;797,58;14;N;N;N;AC
2823;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798,78;797,58;15;N;N;N;AC
2824;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798,74;797,58;16;N;N;N;AC
2825;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798,38;797,58;17;N;N;N;AC
2826;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798,22;797,58;18;N;N;N;AC
2827;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798,08;797,58;19;N;N;N;AC
2828;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798;797,58;20;N;N;N;AC
2829;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;798;797,58;21;S;N;N;AC
2830;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;797,98;797,58;22;N;N;N;AC
2831;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;797,7;797,58;23;N;N;N;AC
2832;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;797,68;797,58;24;N;N;N;AC
2833;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;797,58;797,58;25;N;N;N;AC
2834;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;741,1;732,1;1;S;N;N;LB_PPI 
2835;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;737,34;732,1;2;S;N;N;LB_PPI 
2836;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;736,76;732,1;3;S;N;N;LB_PPI 
2837;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;736,38;732,1;4;S;N;N;LB_PPI 
2838;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;734,28;732,1;5;S;N;N;LB_PPI 
2839;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;733,04;732,1;6;S;N;N;LB_PPI 
2840;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;732,24;732,1;7;S;N;N;LB_PPI 
2841;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;732,1;732,1;8;S;N;N;LB_PPI 
2842;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;769,4;749,64;1;S;S;N;LI_PPI 
2843;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;758,24;749,64;2;S;N;N;LI_PPI 
2844;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;755,62;749,64;3;S;N;N;LI_PPI 
2845;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;753,7;749,64;4;S;N;N;LI_PPI 
2846;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;753,1;749,64;5;S;N;N;LI_PPI 
2847;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;751,04;749,64;6;S;N;N;LI_PPI 
2848;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;750,98;749,64;7;S;N;N;LI_PPI 
2849;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;749,64;749,64;8;S;N;N;LI_PPI 
2850;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;1;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;741,9;741,9;1;S;S;N;LB_Q   
2851;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;2;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;752,6;751,58;1;S;N;S;LI_PCD 
2852;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;2;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;751,58;751,58;2;S;N;S;LI_PCD 
2853;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;2;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012);NÃO;;;728,76;713,58;1;S;N;S;LB_PCD 
2854;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;2;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012);NÃO;;;713,58;713,58;2;S;N;S;LB_PCD 
2855;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;2;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;778,04;766,32;1;S;N;N;LB_EP  
2856;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;2;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;766,32;766,32;2;S;N;N;LB_EP  
2857;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;2;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;796,3;796,2;1;S;N;N;LI_EP  
2858;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;1068548;MEDICINA;Integral;Bacharelado;2;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;796,2;796,2;2;S;N;N;LI_EP  
2859;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;767,76;733,5;1;N;N;N;AC
2860;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;754,24;733,5;2;N;N;N;AC
2861;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;752,74;733,5;3;N;N;N;AC
2862;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;750,94;733,5;4;S;N;N;AC
2863;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;750,56;733,5;5;S;N;N;AC
2864;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;749,64;733,5;6;N;N;N;AC
2865;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;748,7;733,5;7;N;N;S;AC
2866;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;747,08;733,5;8;N;N;N;AC
2867;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;746,26;733,5;9;N;N;N;AC
2868;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;746,02;733,5;10;N;N;N;AC
2869;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;745,78;733,5;11;N;N;N;AC
2870;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;744,4;733,5;12;N;N;N;AC
2871;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;740,98;733,5;13;N;N;N;AC
2872;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;740,5;733,5;14;N;N;N;AC
2873;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;740,48;733,5;15;N;N;N;AC
2874;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;740,44;733,5;16;S;N;N;AC
2875;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;740,36;733,5;17;S;N;N;AC
2876;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;739,14;733,5;18;N;N;N;AC
2877;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;738,84;733,5;19;S;N;N;AC
2878;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;738,8;733,5;20;N;N;N;AC
2879;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;737,54;733,5;21;N;N;N;AC
2880;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;736,78;733,5;22;N;N;N;AC
2881;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;735,92;733,5;23;N;N;N;AC
2882;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;734,94;733,5;24;N;N;N;AC
2883;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;734,4;733,5;25;N;N;N;AC
2884;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;734;733,5;26;N;N;N;AC
2885;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;733,72;733,5;27;S;N;N;AC
2886;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;733,7;733,5;28;N;N;N;AC
2887;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;733,64;733,5;29;N;N;N;AC
2888;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;30;Ampla concorrência;NÃO;;;733,5;733,5;30;N;N;N;AC
2889;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;675,54;660,96;1;S;N;N;LB_PPI 
2890;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;671,06;660,96;2;S;N;N;LB_PPI 
2891;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;668,52;660,96;3;S;N;N;LB_PPI 
2892;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;667,16;660,96;4;S;N;N;LB_PPI 
2893;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;664,24;660,96;5;S;N;N;LB_PPI 
2894;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;663,32;660,96;6;S;N;N;LB_PPI 
2895;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;663,26;660,96;7;S;N;N;LB_PPI 
2896;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;662,06;660,96;8;S;N;N;LB_PPI 
2897;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;660,96;660,96;9;S;N;N;LB_PPI 
2898;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;713,32;682,26;1;S;N;N;LI_PPI 
2899;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Viçosa;695;MEDICINA VETERINÁRIA;Integral;Bacharelado;9;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;704,9;682,26;2;S;N;N;LI_PPI 
